시점,분류,범죄발생장소,데이터
2018,약취·유인,공장,0
2018,약취·유인,공사장광산,0
2018,약취·유인,창고,0
2018,약취·유인,역대합실,5
2018,약취·유인,지하철,0
2018,약취·유인,기타교통수단내,4
2018,약취·유인,흥행장,0
2018,약취·유인,유원지,1
2018,약취·유인,학교,15
2018,약취·유인,금융기관,0
2018,약취·유인,의료기관,3
2018,약취·유인,종교기관,0
2018,약취·유인,산야,1
2018,약취·유인,해상,0
2018,약취·유인,부대,0
2018,약취·유인,구금장소,0
2018,약취·유인,공지,0
2018,약취·유인,주차장,1
2018,약취·유인,공중화장실,0
2018,약취·유인,PC방,1
2018,폭력행위등,아파트 연립다세대,475
2018,폭력행위등,단독주택,313
2018,폭력행위등,고속도로,2
2018,폭력행위등,노상,4470
2018,폭력행위등,백화점,4
2018,폭력행위등,슈퍼마켓,13
2018,폭력행위등,편의점,40
2018,폭력행위등,대형할인매장,3
2018,폭력행위등,상점,101
2018,폭력행위등,시장노점,143
2018,폭력행위등,숙박업소 목욕탕,160
2018,폭력행위등,유흥접객업소,1440
2018,폭력행위등,사무실,246
2018,폭력행위등,공장,31
2018,폭력행위등,공사장광산,54
2018,폭력행위등,창고,6
2018,폭력행위등,역대합실,26
2018,폭력행위등,지하철,6
2018,폭력행위등,기타교통수단내,30
2018,폭력행위등,흥행장,12
2018,폭력행위등,유원지,184
2018,폭력행위등,학교,162
2018,폭력행위등,금융기관,5
2018,폭력행위등,의료기관,49
2018,폭력행위등,종교기관,95
2018,폭력행위등,산야,39
2018,폭력행위등,해상,7
2018,폭력행위등,부대,6
2018,폭력행위등,구금장소,1
2018,폭력행위등,공지,3
2018,폭력행위등,주차장,238
2018,폭력행위등,공중화장실,29
2018,폭력행위등,PC방,35
2018,공갈,아파트 연립다세대,248
2018,공갈,단독주택,328
2018,공갈,고속도로,3
2018,공갈,노상,745
2018,공갈,백화점,3
2018,공갈,슈퍼마켓,9
2018,공갈,편의점,43
2018,공갈,대형할인매장,3
2018,공갈,상점,67
2018,공갈,시장노점,42
2018,공갈,숙박업소 목욕탕,68
2018,공갈,유흥접객업소,241
2018,공갈,사무실,313
2018,공갈,공장,15
2018,공갈,공사장광산,23
2018,공갈,창고,0
2018,공갈,역대합실,17
2018,공갈,지하철,4
2018,공갈,기타교통수단내,24
2018,공갈,흥행장,2
2018,공갈,유원지,30
2018,공갈,학교,73
2018,공갈,금융기관,40
2018,공갈,의료기관,22
2018,공갈,종교기관,8
2018,공갈,산야,11
2018,공갈,해상,1
2018,공갈,부대,2
2018,공갈,구금장소,4
2018,공갈,공지,0
2018,공갈,주차장,36
2018,공갈,공중화장실,3
2018,공갈,PC방,66
2018,손괴,아파트 연립다세대,5576
2018,손괴,단독주택,4282
2018,손괴,고속도로,25
2018,손괴,노상,23786
2018,손괴,백화점,32
2018,손괴,슈퍼마켓,113
2018,손괴,편의점,260
2018,손괴,대형할인매장,20
2018,손괴,상점,1038
2018,손괴,시장노점,856
2018,손괴,숙박업소 목욕탕,1537
2018,손괴,유흥접객업소,3854
2018,손괴,사무실,826
2018,손괴,공장,151
2018,손괴,공사장광산,228
2018,손괴,창고,79
2018,손괴,역대합실,162
2018,손괴,지하철,32
2018,손괴,기타교통수단내,190
2018,손괴,흥행장,34
2018,손괴,유원지,158
2018,손괴,학교,128
2018,손괴,금융기관,100
2018,손괴,의료기관,156
2018,손괴,종교기관,246
2018,손괴,산야,1264
2018,손괴,해상,102
2018,손괴,부대,3
2018,손괴,구금장소,0
2018,손괴,공지,36
2018,손괴,주차장,7093
2018,손괴,공중화장실,145
2018,손괴,PC방,174
2019,상해,아파트 연립다세대,5082
2019,상해,단독주택,3557
2019,상해,고속도로,52
2019,상해,노상,12696
2019,상해,백화점,21
2019,상해,슈퍼마켓,108
2019,상해,편의점,191
2019,상해,대형할인매장,30
2019,상해,상점,431
2019,상해,시장노점,418
2019,상해,숙박업소 목욕탕,704
2019,상해,유흥접객업소,6539
2019,상해,사무실,1331
2019,상해,공장,336
2019,상해,공사장광산,253
2019,상해,창고,33
2019,상해,역대합실,162
2019,상해,지하철,54
2019,상해,기타교통수단내,345
2019,상해,흥행장,47
2019,상해,유원지,366
2019,상해,학교,527
2019,상해,금융기관,22
2019,상해,의료기관,402
2019,상해,종교기관,116
2019,상해,산야,138
2019,상해,해상,25
2019,상해,부대,10
2019,상해,구금장소,9
2019,상해,공지,7
2019,상해,주차장,817
2019,상해,공중화장실,77
2019,상해,PC방,94
2019,폭행,아파트 연립다세대,25179
2019,폭행,단독주택,15290
2019,폭행,고속도로,182
2019,폭행,노상,58944
2019,폭행,백화점,125
2019,폭행,슈퍼마켓,565
2019,폭행,편의점,1679
2019,폭행,대형할인매장,114
2019,폭행,상점,1919
2019,폭행,시장노점,1695
2019,폭행,숙박업소 목욕탕,2188
2019,폭행,유흥접객업소,22138
2019,폭행,사무실,3632
2019,폭행,공장,705
2019,폭행,공사장광산,596
2019,폭행,창고,88
2019,폭행,역대합실,1156
2019,폭행,지하철,562
2019,폭행,기타교통수단내,3267
2019,폭행,흥행장,209
2019,폭행,유원지,1471
2019,폭행,학교,875
2019,폭행,금융기관,105
2019,폭행,의료기관,1664
2019,폭행,종교기관,392
2019,폭행,산야,215
2019,폭행,해상,61
2019,폭행,부대,51
2019,폭행,구금장소,30
2019,폭행,공지,14
2019,폭행,주차장,3276
2019,폭행,공중화장실,287
2019,폭행,PC방,506
2019,체포·감금,아파트 연립다세대,234
2019,체포·감금,단독주택,149
2019,체포·감금,고속도로,6
2019,체포·감금,노상,259
2019,체포·감금,백화점,1
2019,체포·감금,슈퍼마켓,0
2019,체포·감금,편의점,4
2019,체포·감금,대형할인매장,1
2019,체포·감금,상점,8
2019,체포·감금,시장노점,8
2019,체포·감금,숙박업소 목욕탕,111
2019,체포·감금,유흥접객업소,67
2019,체포·감금,사무실,69
2019,체포·감금,공장,4
2019,체포·감금,공사장광산,0
2019,체포·감금,창고,2
2019,체포·감금,역대합실,5
2019,체포·감금,지하철,1
2019,체포·감금,기타교통수단내,128
2019,체포·감금,흥행장,2
2019,체포·감금,유원지,5
2019,체포·감금,학교,8
2019,체포·감금,금융기관,1
2019,체포·감금,의료기관,35
2019,체포·감금,종교기관,6
2019,체포·감금,산야,2
2019,체포·감금,해상,0
2019,체포·감금,부대,0
2019,체포·감금,구금장소,0
2019,체포·감금,공지,0
2019,체포·감금,주차장,16
2019,체포·감금,공중화장실,7
2019,체포·감금,PC방,2
2019,협박,아파트 연립다세대,4431
2019,협박,단독주택,3384
2019,협박,고속도로,101
2019,협박,노상,6367
2019,협박,백화점,16
2019,협박,슈퍼마켓,75
2019,협박,편의점,196
2019,협박,대형할인매장,6
2019,협박,상점,246
2019,협박,시장노점,152
2019,협박,숙박업소 목욕탕,207
2019,협박,유흥접객업소,1533
2019,협박,사무실,797
2019,협박,공장,67
2019,협박,공사장광산,60
2019,협박,창고,10
2019,협박,역대합실,42
2019,협박,지하철,16
2019,협박,기타교통수단내,133
2019,협박,흥행장,10
2019,협박,유원지,102
2019,협박,학교,115
2019,협박,금융기관,28
2019,협박,의료기관,176
2019,협박,종교기관,45
2019,협박,산야,48
2019,협박,해상,12
2019,협박,부대,3
2019,협박,구금장소,4
2019,협박,공지,2
2019,협박,주차장,262
2019,협박,공중화장실,7
2019,협박,PC방,33
2019,약취·유인,아파트 연립다세대,41
2019,약취·유인,단독주택,26
2019,약취·유인,고속도로,0
2019,약취·유인,노상,102
2019,약취·유인,백화점,0
2019,약취·유인,슈퍼마켓,1
2019,약취·유인,편의점,0
2019,약취·유인,대형할인매장,0
2019,약취·유인,상점,2
2019,약취·유인,시장노점,0
2019,약취·유인,숙박업소 목욕탕,11
2019,약취·유인,유흥접객업소,8
2019,약취·유인,사무실,3
2019,약취·유인,공장,0
2019,약취·유인,공사장광산,0
2019,약취·유인,창고,0
2019,약취·유인,역대합실,3
2019,약취·유인,지하철,0
2019,약취·유인,기타교통수단내,3
2019,약취·유인,흥행장,0
2019,약취·유인,유원지,5
2019,약취·유인,학교,16
2019,약취·유인,금융기관,1
2019,약취·유인,의료기관,3
2019,약취·유인,종교기관,1
2019,약취·유인,산야,0
2019,약취·유인,해상,1
2019,약취·유인,부대,0
2019,약취·유인,구금장소,0
2019,약취·유인,공지,0
2019,약취·유인,주차장,2
2019,약취·유인,공중화장실,2
2019,약취·유인,PC방,0
2019,폭력행위등,아파트 연립다세대,579
2019,폭력행위등,단독주택,349
2019,폭력행위등,고속도로,3
2019,폭력행위등,노상,3923
2019,폭력행위등,백화점,1
2019,폭력행위등,슈퍼마켓,10
2019,폭력행위등,편의점,32
2019,폭력행위등,대형할인매장,1
2019,폭력행위등,상점,97
2019,폭력행위등,시장노점,121
2019,폭력행위등,숙박업소 목욕탕,198
2019,폭력행위등,유흥접객업소,1350
2019,폭력행위등,사무실,257
2019,폭력행위등,공장,35
2019,폭력행위등,공사장광산,54
2019,폭력행위등,창고,1
2019,폭력행위등,역대합실,28
2019,폭력행위등,지하철,4
2019,폭력행위등,기타교통수단내,35
2019,폭력행위등,흥행장,6
2019,폭력행위등,유원지,155
2019,폭력행위등,학교,177
2019,폭력행위등,금융기관,5
2019,폭력행위등,의료기관,40
2019,폭력행위등,종교기관,72
2019,폭력행위등,산야,31
2019,폭력행위등,해상,3
2019,폭력행위등,부대,6
2019,폭력행위등,구금장소,0
2019,폭력행위등,공지,2
2019,폭력행위등,주차장,207
2019,폭력행위등,공중화장실,45
2019,폭력행위등,PC방,22
2019,공갈,아파트 연립다세대,255
2019,공갈,단독주택,353
2019,공갈,고속도로,2
2019,공갈,노상,798
2019,공갈,백화점,1
2019,공갈,슈퍼마켓,5
2019,공갈,편의점,44
2019,공갈,대형할인매장,3
2019,공갈,상점,85
2019,공갈,시장노점,51
2019,공갈,숙박업소 목욕탕,64
2019,공갈,유흥접객업소,409
2019,공갈,사무실,352
2019,공갈,공장,13
2019,공갈,공사장광산,16
2019,공갈,창고,0
2019,공갈,역대합실,9
2019,공갈,지하철,3
2019,공갈,기타교통수단내,25
2019,공갈,흥행장,2
2019,공갈,유원지,42
2019,공갈,학교,75
2019,공갈,금융기관,28
2019,공갈,의료기관,31
2019,공갈,종교기관,7
2019,공갈,산야,7
2019,공갈,해상,0
2019,공갈,부대,4
2019,공갈,구금장소,2
2019,공갈,공지,1
2019,공갈,주차장,31
2019,공갈,공중화장실,5
2019,공갈,PC방,61
2019,손괴,아파트 연립다세대,7079
2019,손괴,단독주택,4787
2019,손괴,고속도로,39
2019,손괴,노상,23646
2019,손괴,백화점,27
2019,손괴,슈퍼마켓,131
2019,손괴,편의점,302
2019,손괴,대형할인매장,28
2019,손괴,상점,995
2019,손괴,시장노점,914
2019,손괴,숙박업소 목욕탕,1501
2019,손괴,유흥접객업소,3981
2019,손괴,사무실,815
2019,손괴,공장,188
2019,손괴,공사장광산,272
2019,손괴,창고,89
2019,손괴,역대합실,163
2019,손괴,지하철,37
2019,손괴,기타교통수단내,213
2019,손괴,흥행장,40
2019,손괴,유원지,153
2019,손괴,학교,169
2019,손괴,금융기관,118
2019,손괴,의료기관,171
2019,손괴,종교기관,195
2019,손괴,산야,1412
2019,손괴,해상,84
2019,손괴,부대,0
2019,손괴,구금장소,3
2019,손괴,공지,35
2019,손괴,주차장,7369
2019,손괴,공중화장실,150
2019,손괴,PC방,178
2020,상해,아파트 연립다세대,4657
2020,상해,단독주택,3240
2020,상해,고속도로,55
2020,상해,노상,11451
2020,상해,백화점,20
2020,상해,슈퍼마켓,108
2020,상해,편의점,184
2020,상해,대형할인매장,13
2020,상해,상점,416
2020,상해,시장노점,386
2020,상해,숙박업소 목욕탕,586
2020,상해,유흥접객업소,5527
2020,상해,사무실,1212
2020,상해,공장,308
2020,상해,공사장광산,231
2020,상해,창고,38
2020,상해,역대합실,147
2020,상해,지하철,31
2020,상해,기타교통수단내,250
2020,상해,흥행장,38
2020,상해,유원지,326
2020,상해,학교,220
2020,상해,금융기관,22
2020,상해,의료기관,351
2020,상해,종교기관,73
2020,상해,산야,158
2020,상해,해상,23
2020,상해,부대,2
2020,상해,구금장소,11
2020,상해,공지,9
2020,상해,주차장,747
2020,상해,공중화장실,60
2020,상해,PC방,78
2020,폭행,아파트 연립다세대,23335
2020,폭행,단독주택,13417
2020,폭행,고속도로,184
2020,폭행,노상,51704
2020,폭행,백화점,108
2020,폭행,슈퍼마켓,597
2020,폭행,편의점,1542
2020,폭행,대형할인매장,102
2020,폭행,상점,1768
2020,폭행,시장노점,1301
2020,폭행,숙박업소 목욕탕,1801
2020,폭행,유흥접객업소,18864
2020,폭행,사무실,3304
2020,폭행,공장,687
2020,폭행,공사장광산,576
2020,폭행,창고,95
2020,폭행,역대합실,925
2020,폭행,지하철,449
2020,폭행,기타교통수단내,3123
2020,폭행,흥행장,147
2020,폭행,유원지,1105
2020,폭행,학교,418
2020,폭행,금융기관,96
2020,폭행,의료기관,1461
2020,폭행,종교기관,176
2020,폭행,산야,243
2020,폭행,해상,84
2020,폭행,부대,51
2020,폭행,구금장소,24
2020,폭행,공지,8
2020,폭행,주차장,3148
2020,폭행,공중화장실,244
2020,폭행,PC방,393
2020,체포·감금,아파트 연립다세대,210
2020,체포·감금,단독주택,132
2020,체포·감금,고속도로,6
2020,체포·감금,노상,244
2020,체포·감금,백화점,2
2020,체포·감금,슈퍼마켓,1
2020,체포·감금,편의점,4
2020,체포·감금,대형할인매장,0
2020,체포·감금,상점,15
2020,체포·감금,시장노점,10
2020,체포·감금,숙박업소 목욕탕,110
2020,체포·감금,유흥접객업소,60
2020,체포·감금,사무실,50
2020,체포·감금,공장,3
2020,체포·감금,공사장광산,5
2020,체포·감금,창고,2
2020,체포·감금,역대합실,2
2020,체포·감금,지하철,0
2020,체포·감금,기타교통수단내,152
2020,체포·감금,흥행장,5
2020,체포·감금,유원지,6
2020,체포·감금,학교,10
2020,체포·감금,금융기관,2
2020,체포·감금,의료기관,33
2020,체포·감금,종교기관,7
2020,체포·감금,산야,2
2020,체포·감금,해상,0
2020,체포·감금,부대,1
2020,체포·감금,구금장소,0
2020,체포·감금,공지,0
2020,체포·감금,주차장,19
2020,체포·감금,공중화장실,1
2020,체포·감금,PC방,3
2020,협박,아파트 연립다세대,4511
2020,협박,단독주택,3192
2020,협박,고속도로,106
2020,협박,노상,6526
2020,협박,백화점,11
2020,협박,슈퍼마켓,75
2020,협박,편의점,241
2020,협박,대형할인매장,11
2020,협박,상점,271
2020,협박,시장노점,144
2020,협박,숙박업소 목욕탕,191
2020,협박,유흥접객업소,1467
2020,협박,사무실,729
2020,협박,공장,61
2020,협박,공사장광산,48
2020,협박,창고,7
2020,협박,역대합실,44
2020,협박,지하철,15
2020,협박,기타교통수단내,112
2020,협박,흥행장,15
2020,협박,유원지,101
2020,협박,학교,77
2020,협박,금융기관,11
2020,협박,의료기관,141
2020,협박,종교기관,45
2020,협박,산야,64
2020,협박,해상,11
2020,협박,부대,6
2020,협박,구금장소,5
2020,협박,공지,0
2020,협박,주차장,254
2020,협박,공중화장실,4
2020,협박,PC방,39
2020,약취·유인,아파트 연립다세대,38
2020,약취·유인,단독주택,23
2020,약취·유인,고속도로,0
2020,약취·유인,노상,78
2020,약취·유인,백화점,0
2020,약취·유인,슈퍼마켓,0
2020,약취·유인,편의점,1
2020,약취·유인,대형할인매장,0
2020,약취·유인,상점,1
2020,약취·유인,시장노점,3
2020,약취·유인,숙박업소 목욕탕,16
2020,약취·유인,유흥접객업소,2
2020,약취·유인,사무실,2
2020,약취·유인,공장,0
2020,약취·유인,공사장광산,0
2020,약취·유인,창고,0
2020,약취·유인,역대합실,3
2020,약취·유인,지하철,0
2020,약취·유인,기타교통수단내,3
2020,약취·유인,흥행장,0
2020,약취·유인,유원지,6
2020,약취·유인,학교,4
2020,약취·유인,금융기관,1
2020,약취·유인,의료기관,1
2020,약취·유인,종교기관,0
2020,약취·유인,산야,0
2020,약취·유인,해상,0
2020,약취·유인,부대,0
2020,약취·유인,구금장소,0
2020,약취·유인,공지,0
2020,약취·유인,주차장,2
2020,약취·유인,공중화장실,0
2020,약취·유인,PC방,0
2020,폭력행위등,아파트 연립다세대,565
2020,폭력행위등,단독주택,344
2020,폭력행위등,고속도로,5
2020,폭력행위등,노상,3401
2020,폭력행위등,백화점,2
2020,폭력행위등,슈퍼마켓,11
2020,폭력행위등,편의점,26
2020,폭력행위등,대형할인매장,1
2020,폭력행위등,상점,90
2020,폭력행위등,시장노점,110
2020,폭력행위등,숙박업소 목욕탕,147
2020,폭력행위등,유흥접객업소,1114
2020,폭력행위등,사무실,239
2020,폭력행위등,공장,37
2020,폭력행위등,공사장광산,61
2020,폭력행위등,창고,4
2020,폭력행위등,역대합실,19
2020,폭력행위등,지하철,0
2020,폭력행위등,기타교통수단내,41
2020,폭력행위등,흥행장,11
2020,폭력행위등,유원지,130
2020,폭력행위등,학교,87
2020,폭력행위등,금융기관,7
2020,폭력행위등,의료기관,36
2020,폭력행위등,종교기관,32
2020,폭력행위등,산야,57
2020,폭력행위등,해상,3
2020,폭력행위등,부대,6
2020,폭력행위등,구금장소,1
2020,폭력행위등,공지,2
2020,폭력행위등,주차장,219
2020,폭력행위등,공중화장실,21
2020,폭력행위등,PC방,15
2020,공갈,아파트 연립다세대,309
2020,공갈,단독주택,387
2020,공갈,고속도로,1
2020,공갈,노상,665
2020,공갈,백화점,5
2020,공갈,슈퍼마켓,11
2020,공갈,편의점,84
2020,공갈,대형할인매장,1
2020,공갈,상점,58
2020,공갈,시장노점,44
2020,공갈,숙박업소 목욕탕,64
2020,공갈,유흥접객업소,160
2020,공갈,사무실,297
2020,공갈,공장,13
2020,공갈,공사장광산,21
2020,공갈,창고,1
2020,공갈,역대합실,8
2020,공갈,지하철,1
2020,공갈,기타교통수단내,25
2020,공갈,흥행장,5
2020,공갈,유원지,40
2020,공갈,학교,29
2020,공갈,금융기관,23
2020,공갈,의료기관,29
2020,공갈,종교기관,7
2020,공갈,산야,4
2020,공갈,해상,0
2020,공갈,부대,4
2020,공갈,구금장소,0
2020,공갈,공지,0
2020,공갈,주차장,36
2020,공갈,공중화장실,5
2020,공갈,PC방,47
2020,손괴,아파트 연립다세대,7567
2020,손괴,단독주택,4573
2020,손괴,고속도로,37
2020,손괴,노상,22936
2020,손괴,백화점,24
2020,손괴,슈퍼마켓,127
2020,손괴,편의점,286
2020,손괴,대형할인매장,27
2020,손괴,상점,977
2020,손괴,시장노점,853
2020,손괴,숙박업소 목욕탕,1669
2020,손괴,유흥접객업소,3568
2020,손괴,사무실,784
2020,손괴,공장,175
2020,손괴,공사장광산,227
2020,손괴,창고,94
2020,손괴,역대합실,161
2020,손괴,지하철,33
2020,손괴,기타교통수단내,196
2020,손괴,흥행장,36
2020,손괴,유원지,162
2020,손괴,학교,123
2020,손괴,금융기관,104
2020,손괴,의료기관,142
2020,손괴,종교기관,161
2020,손괴,산야,1425
2020,손괴,해상,93
2020,손괴,부대,3
2020,손괴,구금장소,2
2020,손괴,공지,25
2020,손괴,주차장,7765
2020,손괴,공중화장실,139
2020,손괴,PC방,153
